"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;111
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;315
"Wissous";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1399
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;85
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;166
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;461
"Verrières-le-Buisson";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;228
"Villebon-sur-Yvette";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"La Ville-du-Bois";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;580
"Verrières-le-Buisson";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;13
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Villebon-sur-Yvette";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;34
"Vauhallan";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;120
"Verrières-le-Buisson";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Villiers-le-Bâcle";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villebon-sur-Yvette";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1213
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;4
"Villiers-le-Bâcle";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1120
"Verrières-le-Buisson";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;103
"Vauhallan";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villejust";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;33
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;16
"Villebon-sur-Yvette";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;70
"Wissous";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;47
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Wissous";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;112
"Les Ulis";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1147
"Villiers-le-Bâcle";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;196
"Vauhallan";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Vauhallan";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;570
"La Ville-du-Bois";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Villejust";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Villejust";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;24
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;240
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"La Ville-du-Bois";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Villejust";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Villejust";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;442
"Les Ulis";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"La Ville-du-Bois";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;33
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Vauhallan";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Vauhallan";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Les Ulis";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;15909
"Wissous";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;903
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;19
